reel_id,Peak VPM,Max Accel,Avg Temp,Final Views (Window),hashtag_count,Tracking Hours (Window)
18164686549381559,310.773633964894,264.202146185358,0.029899526021571702,53009,4.0,23.9725
18055086056717562,220.922707206319,220.922707206319,0.018283258214059954,72370,4.0,19.113611111111112
17886353673501436,114.555151794158,45.4058000231985,0.02407972259366421,16287,,7.589444444444444
18104301436942857,88.4856262384053,88.4856262384053,0.022412066661223095,12449,4.0,23.91888888888889
18104013166777529,40.7164298282095,26.0633260089052,0.0318087252969083,13535,4.0,23.9175
17893475913464506,11.8741778471809,6.84109362849513,0.017368414403713787,9851,4.0,23.99277777777778
